207;0;255;0;255;red_robe;0;1;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;15;2;10;10;0;5;1;0;MAX;1;3;8;3;0;0;0;0;0;0;0;0;0;1004;1016;1025;1025;1033;1023;-1;0;0;100;0;3;3;100;50;25;25;0;0;0;0;1;2;-1;1,100;4,100,101,102,103;-1;1;0;4500;-1;-1;-1;-1;-1;-1;-1;-1
208;0;255;0;255;guard1;0;0;3;1;0;0;1;1;1;0;0;0;0;1;-1;-1;-1;15;2;6;10;1;6;1;0;MAX;2;3;8;3;0;0;0;0;0;0;0;0;0;1024;1008;1008;1008;0;1013;-1;0;0;15;0;4;4;100;50;25;5;0;0;0;0;0;3;-1;1,100;4,100,101,102,103;-1;1;0;2001;2002;-1;-1;2003;-1;-1;2004;-1
209;0;255;0;255;Richter;0;1;1;1;0;0;1;1;1;0;0;0;0;0;-1;-1;-1;15;2;10;11;1;6;1;0;DUB;2;4;8;3;0;0;0;0;0;0;0;0;0;1035;0;0;0;0;0;5500;0;0;30;0;3;3;80;50;25;0;0;0;0;0;1;1;-1;1,100;4,100,101,102,103;-1;1;0;2001;2002;-1;-1;2003;-1;-1;2004;-1
210;0;255;0;255;jail_guard;0;3;3;1;0;0;1;1;1;0;0;0;0;1;-1;-1;-1;15;2;6;10;1;6;1;0;MAX;2;3;8;3;0;0;0;0;0;0;0;0;0;1042;1008;1008;1008;0;1013;-1;0;0;15;0;4;4;100;50;25;5;0;0;0;0;3;3;-1;1,100;4,100,101,102,103;-1;1;0;2001;2002;-1;-1;2003;-1;-1;2004;-1
211;0;255;0;255;mimic;0;0;0;1;0;0;1;1;1;1;1;1;1;1;-1;-1;-1;15;2;6;10;1;6;1;0;MAX;2;1;8;3;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;150;1;1;1;100;50;50;5;0;0;0;0;0;0;-1;1,100;4,100,101,102,103;-1;1;0;2513;2514;-1;-1;-1;-1;-1;2515;-1
212;0;255;0;255;skelly7;0;13;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
213;0;255;0;255;skelly8;0;13;1;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
214;0;255;0;255;skelly9;0;12;1;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
215;0;255;0;255;skelly10;0;14;1;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
216;0;255;0;255;skelly11;0;11;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
217;0;255;0;255;skelly12;0;12;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
218;0;255;0;255;skelly13;0;13;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
219;0;255;0;255;skelly14;0;14;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;0;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
220;0;255;0;255;skelly15;0;15;2;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
221;0;255;0;255;skelly16;0;13;12;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
222;0;255;0;255;skelly17;0;12;11;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
223;0;255;0;255;skelly18;0;13;11;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
224;0;255;0;255;skelly19;0;14;11;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
225;0;255;0;255;skelly20;0;11;10;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
226;0;255;0;255;skelly21;0;12;10;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
227;0;255;0;255;skelly22;0;13;10;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
228;0;255;0;255;skelly23;0;14;10;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
229;0;255;0;255;skelly24;0;15;10;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;1;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
230;0;255;0;255;skelly25;0;13;6;1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;2;2;2;8;0;3;1;0;DUB;1;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;5;2;1;1;80;50;25;15;0;0;0;1;9;3;-1;1,100;2,102,103;-1;1;0;2501;2502;-1;-1;-1;-1;-1;2503;-1
